calss,Category,Tweet
5,Harmful/Violent Conflict,&#8220;@anallanusa32: 83 you're really cool you're good at basketball. And your a zebra &#127936;&#128060;&#8221; is this @WillBall4Life?
5,Harmful/Violent Conflict,&#8220;@butter_obama: I hate when I attempt to make the yellow light but the car infront of me stops at the light &#128545;&#128545;&#128545;&#8221;&#8252;&#65039; I be wanting to fight&#128514;
5,Harmful/Violent Conflict,&#8220;@coltscommunity @Pacers @nflcolts @indystar #CHUCKSTRONG #GoldSwagger http://t.co/6q5wm3VU&#8221; thats awesome &#127936;+&#127944;=&#128077;&#128076;&#9757; #hoosiers
5,Harmful/Violent Conflict,&#8220;@fatbellybella: I know u didnt hit that jigga with my fav purse. .. @solangeknowles&#8221;--no chill! &#128514;&#128514;
5,Harmful/Violent Conflict,&#8220;@ghostriderJ1: Yankees will never have someone wear a single digit uniform again after this season&#8221; Wow. Shows that is an epic organization
5,Harmful/Violent Conflict,&#8220;@hoppk92: @WCCORosen Sick of all the trash talk and cocky attitudes. #shutupandplay&#8221; Refs have to take control when needed
5,Harmful/Violent Conflict,&#8220;@iCARLEYBBY: &#8220;@DJZeeti: twitpic a selfie with light colored eyes&#8221; http://t.co/BSOYlL83Iz&#8221;&#128525;
5,Harmful/Violent Conflict,&#8220;@iSignMyOwnBoobs thats my fav part on Take Care&#8221;whole album trash
5,Harmful/Violent Conflict,"&#8220;@iamkrause: All I see in every #IfTheyGunnedMeDown tweet... http://t.co/XWmkac1Aw6&#8221;
Dis be like da colored Brady Bunch"
5,Harmful/Violent Conflict,&#8220;@jerseyzbest74: eagles fans dont except the fact that mcoy been trash this year and that everybody figured out that spread offense&#8221; #StopIt
5,Harmful/Violent Conflict,"&#8220;@lakeshow73: @WCCORosen Too bad the optimism I have for the Royals, you don't have for the Twins!! Take those ""Rose(ie) colored glasses off"
5,Harmful/Violent Conflict,&#8220;@notflappybird: Tag a friend that sucks at flappy bird&#8221; @me
5,Harmful/Violent Conflict,&#8220;@nypost: If you used the ObamaCare website you should definitely change your password http://t.co/VEd4Yyztok&#8221; hahahahahah that's sad #boon
5,Harmful/Violent Conflict,&#8220;@rihanna: We raided Nicki's wig closet for the summer! Bad gals just wanna have fun! http://t.co/0paNscImEw&#8221; this bitch has the a nerve smh
5,Harmful/Violent Conflict,&#8220;@sorryimalex: I'm only back cause I don't wanna see the boys lose to trash #vote5sos&#8221;
5,Harmful/Violent Conflict,&#8220;@sportspickle: The fruit of the modern Yankees farm system. http://t.co/LfWC3LSRjO&#8221; Joba the Nut.
5,Harmful/Violent Conflict,&#8220;@theellemac: Essence Fest anyone?&#8221; I'll be there on the main stage 2 stepping with Uncle Charlie
5,Harmful/Violent Conflict,&#8220;@trayn1gga: Charlie Strong WILL have Texas back as a power&#8221; better power of big 12 is anybody's now
5,Harmful/Violent Conflict,&#8220;@wassssupsarah: Car hopping is a different world these ghetto guys tried asking for my number LOL&#8221; did they have to be ghetto Tho ?
5,Harmful/Violent Conflict,"&#8220;@wizkhalifa: On the east coast there's colored hair everywhere. 

This must be the sweetest wave ever.&#8221; @LayaFace"
5,Harmful/Violent Conflict,&#8220;@wwwobert_: B Oreo a stunt&#8221;come thru &#128293;&#128293;&#128293;
5,Harmful/Violent Conflict,&#8220;@yungtfti: I feel sorry for anyone who paid for LIC because edc is trash music&#8221;
5,Harmful/Violent Conflict,&#8220;@zt0mm: Traded in my nikes for a new mic.. I guess it's safe to say he sold soles for his new life ... -bada$$&#8221;
5,Harmful/Violent Conflict,"&#8220;There is a time &amp; a place 4 decaf coffee. Never &amp; in the trash."" http://t.co/ZVJROXgNDQ&#8221; #MommyMonday humor via @JenerationPR &amp; @theskimm"
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/6ZUxaQeaVL
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/ENSNf9RGPH
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/saWpjDtIGN
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/thXm7Hjo07
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/yRfdaIooYZ
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/1xTCOome3v
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/8KUzaPFCMF
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/Br7el4ZXrw
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/McOZNHt7N2
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/Nkvy9nwyzj
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/TQS3wPA6O7
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/ZsAAzFL0p5
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/dyYvrEJAm3
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/gPbi04YoBq
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/iuCRWOfDts
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/mLFuCqIIFA
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/pxwlZkWaCs
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/sPVogfyXZT
5,Harmful/Violent Conflict,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/u3PzeV9E9q
5,Harmful/Violent Conflict,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/2POFGc7ohC
5,Harmful/Violent Conflict,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/FhGqF0RWBE
5,Harmful/Violent Conflict,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/K2iBFLgs4Z
5,Harmful/Violent Conflict,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/O8JoZOKFEI
5,Harmful/Violent Conflict,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/zibllnm1ZS
5,Harmful/Violent Conflict,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/4Hhxk9MKHe
5,Harmful/Violent Conflict,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/dMXPLroaJ2
5,Harmful/Violent Conflict,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/ydZYr4dVS4
5,Harmful/Violent Conflict,"&amp; thots are wearing Uggs RT @BigBootyJudy814: #ItsFallBecause negros are pulling out their Timbs"""
5,Harmful/Violent Conflict,&lt;&lt;&lt;when it's yellow outside
5,Harmful/Violent Conflict,&lt;-- nudes are trash
5,Harmful/Violent Conflict,'2' good: Jeter hero for Yankees in send-off http://t.co/oStFoBGuFa via @ESPNNewYork
5,Harmful/Violent Conflict,"'Eff it, let's go after the cripple&#8217;: You have to see Wendy Davis' new attack ad [video] http://t.co/WapBCHhuru"
5,Harmful/Violent Conflict,"'Forget to salute,' trash the other guy for the 'bad war' (during Cairo II), sympathize w/ 'Pockistan,' gays hurting morale. Thanks King!"
5,Harmful/Violent Conflict,"'Scandal' sex scene airs on ABC right after 'It's the Great Pumpkin, Charlie Brown,' making parents angry http://t.co/vltSpK8U4S"
5,Harmful/Violent Conflict,(U-turns on yellow) &#161;NO ACEPTAR ESTE LUZ ROJO! (&#9835; Lights taking too long make me bilingual &#9835;)
5,Harmful/Violent Conflict,(con't) Also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns.
5,Harmful/Violent Conflict,(via @jacklayton) Charlie Angus is sending &#8220;Made in China&#8221; Canadian flag pins back to Conservatives &#8211; http://tinyurl.com/dmt397
5,Harmful/Violent Conflict,*Searches my yellow pages app for the nearest Jack In The Box*
5,Harmful/Violent Conflict,*after BO1 RT @TheGodWriter_: @iDocLyfe Bruh lol I retired after mw2 because everything was trash afterwards.
5,Harmful/Violent Conflict,"*chops* RT @Tweets2Sweet *does bird call, flaps hands*"
5,Harmful/Violent Conflict,*rubs hands like bird man
5,Harmful/Violent Conflict,"*squak squak squak squak*
Me: bird shut up!!!
*squak*
Alex: that was an act of defiance 
@Alextalksback"
5,Harmful/Violent Conflict,*waits for Fanduel to hit me with the jig*
5,Harmful/Violent Conflict,"-Can I help you?
-Maybe. You gotta card for &#8220;Sorry that tranny died in your motel room; now your wife knows. Here&#8217;s an Applebees gift card&#8221;?"
5,Harmful/Violent Conflict,".@AlyssSmithh @KeveeeD Yes indeed! Camels, ostriches and zebras! Sept. 5-7 http://t.co/X3Oapfm3e8 #VCCamelRaces"
5,Harmful/Violent Conflict,.@AussieGrit loves Austin: http://t.co/HTtbU4OmZy Webber such a boon for @FIAWEC. #6HCOTA
5,Harmful/Violent Conflict,.@CoryBooker is running around town delivering food to people. If he takes out the trash too he is the perfect boyfriend.
5,Harmful/Violent Conflict,".@HoppyKercheval Could you just play 2 minutes of the Charlie Brown ""wah wah wah"" adult sound effect instead?"
5,Harmful/Violent Conflict,.@RashaanSalaami doesn&#8217;t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good?
5,Harmful/Violent Conflict,".@Straatvogels [street birds]: Homeless People Twittering in Amsterdam http://t.co/WruoCdVkJt via @HuffPostImpact
&#8853;http://t.co/DJgs6rGdfV"
5,Harmful/Violent Conflict,.@agie_sweet36 @VedanteBreh12 @TravelNevada Try visiting @thewashoeclub at night for a real spook!
5,Harmful/Violent Conflict,".@dawnbazely Thank you, Dawn. I see our state bird graces your avatar..."
5,Harmful/Violent Conflict,.@everSoTweetly4u Klain's real (sole) job is to dampen down the mushrooming bad PR and political fallout heading into Nov election.
5,Harmful/Violent Conflict,.@harmonica_b could be wearing a trash bag and she'd still be the stylish and coolest human I know
5,Harmful/Violent Conflict,.@nathirhussein Al Qaeda's market share is dropping faster than Viacom &amp; Enron in the Jihadi stock market
5,Harmful/Violent Conflict,"1) RT @naeluckyass: @ILoveBigTracy @Therealalonig no I'm not crossed eyed, I'm albino. Can't control that"
5,Harmful/Violent Conflict,1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.
5,Harmful/Violent Conflict,1-800-slap-a-hoe
5,Harmful/Violent Conflict,"10 RT @ParadoxicalMike 1.5 RT @iDavey On average, 2. But I can be an 8 when need be. ""@SinsOfMyFather_ On a scale of 1-10 how ghetto are u?"""
5,Harmful/Violent Conflict,12 oz arizona's trash
5,Harmful/Violent Conflict,1300 for the eggs sunny side nicca .. @EastsideDame
5,Harmful/Violent Conflict,1996 and 1999 World Series Rematch: #Yankees #Braves
5,Harmful/Violent Conflict,1X - The yellow tower by Gilbert Claes http://t.co/qc5IF6G4fG
5,Harmful/Violent Conflict,2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers
5,Harmful/Violent Conflict,2 adult human skulls found in trash http://t.co/VcsNP9ejV9
5,Harmful/Violent Conflict,22 talented drivers RT @garrisonstudio: I am really glad there haven't been any yellows. But why haven't there been any yellows??
5,Harmful/Violent Conflict,30 mins for @natezoo919 n @greco_joel to pick out a trash can @ meijer....now do u guys understand why I took 3 shots before this trip
5,Harmful/Violent Conflict,"4&#8419;2&#8419;0&#8419;

moke up"
5,Harmful/Violent Conflict,"5 bags of chips, 3 Rice Krispies, 3 seeds, 3 gummies, a pop tart, some crackers, 3 powerades, and a water yuhhh I'm good lol"
5,Harmful/Violent Conflict,5:40 A.M. and still awake! YAY!!! Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel!!!
5,Harmful/Violent Conflict,5SOS is trash
5,Harmful/Violent Conflict,"5am: Whizzing crackers! My cats got into the @Ritzcrackers &amp; are now playing 'hockey' with them. Lol.
#crazycats http://t.co/A5ZBVDXapx"
5,Harmful/Violent Conflict,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/DTLlzlXmPF
5,Harmful/Violent Conflict,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/VIWMjjJxOT
5,Harmful/Violent Conflict,"93 feature car

1 of 1503 yellow and black feature car. buck tag is on the radiator support. 67,3xx miles,... http://t.co/1nkNfZqBo9"
5,Harmful/Violent Conflict,99 percent of the trash we dump in the sea is missing. This is not a good thing &#8594; http://t.co/CwC2LWCV3T http://t.co/Y0kt02HLm1
5,Harmful/Violent Conflict,":) ""@PeterDavidsonII: At some point, we need to discuss how delicious the vegan brownie from @busboysandpoets on u St. tastes!"""
5,Harmful/Violent Conflict,@05235fd083ad408 hick yes
5,Harmful/Violent Conflict,"@05proFESSOR Charlie Sheen could coach better than Crusty Dusty. Yeah they hired Bryan Price, the pitching coach"
5,Harmful/Violent Conflict,@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...
5,Harmful/Violent Conflict,"@1Corinthians126 #BlessJesus Yes,#Felt..and touched the soles of the humanity with stains and impressions that only leaves its reflections."
5,Harmful/Violent Conflict,@1Corinthians126 #BooksOfGodWidom Proverbs 1:26 I also will laugh at your calamity; I will mock when your fear cometh;
5,Harmful/Violent Conflict,@1Corinthians126 #HolySpirit God still share HIS #Secrets Amos 3:7 blessings #Jesus
5,Harmful/Violent Conflict,@1Corinthians126 #Jesus Genesis 2:19 Out of the ground the LORD God formed every beast of the field and every #bird of the sky #Initiating
5,Harmful/Violent Conflict,@1Oyster1 maybe not but you crow about obama and democrats so you are a mawbar....Might as well be a Republican.
5,Harmful/Violent Conflict,"@1SonofYahweh &amp; what we do with our foolish proud selves? Roll our eyes, pretend that we dont see, mock or laff at them, arrogant attitudes"
5,Harmful/Violent Conflict,@1usagrunt. I wonder what Charlie Brown would have to say about these days.
5,Harmful/Violent Conflict,@2ANow She looks like a plastic monkey doll!
5,Harmful/Violent Conflict,@37738921 reminds me of Oreos lmao
5,Harmful/Violent Conflict,@ABC its time. amend 14th amendment it was written to protect newly freed ex slaves. Its lived its purpose. time to end anchor baby loophole
5,Harmful/Violent Conflict,@AB_crispyy_andy I laugh Oreos and lady gaga on a Sunday day
5,Harmful/Violent Conflict,@ACMobbDeep @madsbennett yeah I run over squirrels and coons
5,Harmful/Violent Conflict,@AJ0427 Just watched the Llewyn Davis doc. Warm fuzzies abound &#9786;&#65039;
5,Harmful/Violent Conflict,@ASourAppleTree Have heard hillbilly grousings that bugs much worse in the KV since MIC shut down.
5,Harmful/Violent Conflict,@A_Little_Wicked that's not ghetto. That's sweet and a movie quote. Try again
5,Harmful/Violent Conflict,@Abels_Masochist you're not ghetto tho. You can live in the hood and not be ghetto #facts
5,Harmful/Violent Conflict,@ActaBunniFooFoo I like my gross yellow heat lamps. Why?
5,Harmful/Violent Conflict,@AdamBaldwin @ChicoDelainky clams to be a comedy writer. #untrue
5,Harmful/Violent Conflict,@AdamSchein @TheMayorMatt I may have just cried a tad #illmissu shiner
5,Harmful/Violent Conflict,@Adrian1_knowsu &#9757;&#65039;no ghetto names &#128581;
5,Harmful/Violent Conflict,"@AjKFAN Big congrats to all! I expect him to be blogging on rube chat in a few days! Now get some sleep, you will need it!"
5,Harmful/Violent Conflict,"@AlexAllTimeLow @JackAllTimeLow Please stay safe you guys! I love you so much, I hoe to one day meet you guys! happy Halloween :)"
5,Harmful/Violent Conflict,"@AllieLexiLove I like them dark, light, Carmel, white, red, tan, yellow, blue, purple, green. It doesnt matter what color they are"
5,Harmful/Violent Conflict,@Alludra_AIE just remember to keep the skirt dark colored. It camouflages all that pan dimensional gore
5,Harmful/Violent Conflict,@AmazinMixBeauti don't feel like reading right now I wanna give a sexy coolie girl some lyrics via text message ;-)
5,Harmful/Violent Conflict,@AmazinMixBeauti why? You wanna gimme a baby? You look coolie....it might could work lol
5,Harmful/Violent Conflict,@AmeezysAngels96 I'm the trash
5,Harmful/Violent Conflict,@AmosPOrr Congrats Amos! :)
5,Harmful/Violent Conflict,"@AndrewTaran That's a nice color combo too, love the blue and yellow."
5,Harmful/Violent Conflict,@Andyheybro the distant chugs at the end of Dried Up... remain to be some of the most perfectly heavy guitars ever recorded.
5,Harmful/Violent Conflict,"@AngryWillHelms Genius, the politically correct term would be ""intellectually disabled."" It's highly offensive to use the word retarded."
5,Harmful/Violent Conflict,@Anotherpotheadd lucky monkey
5,Harmful/Violent Conflict,"@AnthonyCumia @cokelogic 
Hey Antony you speaks colored good"
5,Harmful/Violent Conflict,"@AnthonyCumia Enjoy it,I'm happy for you,but I hate the Yankees,and yes the Sox did choke"
5,Harmful/Violent Conflict,@Ants_SNEweather Well you got to see pom-pom Pete
5,Harmful/Violent Conflict,@ArcticFox2016 everybody mocks Obama .Hes an embarrassment to the USA.
5,Harmful/Violent Conflict,@AstrosCounty Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees -HC
5,Harmful/Violent Conflict,@Auroramwj @marylmcaffry @BBAnimals It's a mutation. Genealogy is convoluted. Basically the zebra gene currieries are slaughtered=Extinction
5,Harmful/Violent Conflict,@AustinBurge44 either way both schools are trash &#128521;
5,Harmful/Violent Conflict,@AustinthaIntern Johnny football is trash man. Trash. Lol.
5,Harmful/Violent Conflict,@AutyAut_ I miss you!!! *Eating as we speak* I miss you red bone and that cooking &#128553;&#128553;&#128553;&#128525;&#128525;&#128525;&#128542;!!
